,transcript_position,gene_ENSEMBL,gene_position,C001_L-92,C001_L-44,C001_L-3,C001_R+1,C002_L-92,C002_L-44,C002_L-3,C002_R+1,C003_L-92,C003_L-44,C003_L-3,C003_R+1,C004_L-92,C004_L-44,C004_L-3,C004_R+1,I4-FP1_methylKit p-value,I4-FP1_methylKit q-value,"I4-FP1_methylKit methylation difference, %"
ENST00000009530.13,572,ENSG00000019582.17,574,0.0148602845,,,0.035880305,,,,0.01702534,0.116764545,,0.029559314,,0.021550167,0.009455657,0.029008973,0.021695018,1.0,1.0,1.01176790672738
ENST00000009530.13,579,ENSG00000019582.17,581,0.34568232,,,0.5715129,,,,0.17106783,0.21307507,,0.21108946,0.2644151,0.15190974,0.33063602,0.22340283,0.36891294,1.0,1.0,2.79695017217291
ENST00000009530.13,609,ENSG00000019582.17,611,0.02865398,,,0.22336987,0.11841188,,,0.06655683,0.16311887,,0.18543676,0.17075473,0.32002842,0.18551508,0.14117786,0.21964434,1.0,1.0,1.78665915403593
ENST00000009530.13,654,ENSG00000019582.17,656,0.10628259,,,0.0855075,0.12431165,,,0.31710437,0.10020171,,0.19553025,0.19815269,0.0934188,0.17411575,0.07545887,0.13096331,1.0,1.0,2.52517435416906
ENST00000009530.13,661,ENSG00000019582.17,663,0.07915872,,,0.02219441,0.04684633,,,0.04498776,0.026665723,,0.034614384,0.07435931,0.08854051,0.022223841,0.07650832,0.06673163,1.0,1.0,1.6681518400945
ENST00000009530.13,672,ENSG00000019582.17,674,0.1497884,,,0.20873041,,,,0.13637434,0.23517053,,0.23239703,,0.3046003,0.23498139,0.15880659,0.28997654,1.0,1.0,1.44803512117218
ENST00000009530.13,683,ENSG00000019582.17,685,0.12000871,,,0.06759308,,,,0.07849866,0.041890778,,0.07037218,,0.046323396,0.0439484,0.06616242,0.055915404,1.0,1.0,1.55907450065767
ENST00000009530.13,690,ENSG00000019582.17,692,0.039007626,,,0.10366817,0.09520499,,,0.31111628,0.05849737,0.031175196,0.084436834,0.04877428,0.093844995,0.03440858,0.059144177,0.09994155,1.0,1.0,3.41019452748553
ENST00000009530.13,791,ENSG00000019582.17,793,,,,,,,,,,,,,,,0.3134221,0.26799417,1.0,1.0,2.56517491906282
ENST00000009530.13,969,ENSG00000019582.17,971,,,,,,,,,,,0.34528694,,,,0.33082938,0.3044178,1.0,1.0,1.35073414586413
ENST00000009530.13,988,ENSG00000019582.17,990,0.60339177,0.68876326,0.46101475,0.38581744,0.59214133,0.4498496,0.57828367,0.56063735,0.32732397,0.5048871,0.52916604,0.16929658,0.71033823,0.6279346,0.5363467,0.6512748,1.0,1.0,0.802046420258395
ENST00000009530.13,996,ENSG00000019582.17,998,0.2512936,,0.23312125,0.30117363,0.26866347,,,0.36006594,,,0.31124,0.18148768,0.15473285,0.15690137,0.21997876,0.22173986,1.0,1.0,2.00096415804364
ENST00000011619.6,2685,ENSG00000010017.13,2685,,,,,,,,,,,,,,,,0.028458083,1.0,1.0,
ENST00000011619.6,2719,ENSG00000010017.13,2719,,,,,,,,,,,,,,,,0.0005377531,1.0,1.0,
ENST00000011619.6,2792,ENSG00000010017.13,2792,,,,,,,,,,,,,,,,0.0024451732,1.0,1.0,
ENST00000011619.6,2809,ENSG00000010017.13,2809,,,,,,,,,,,,,,,,0.011142433,1.0,1.0,
ENST00000011619.6,2864,ENSG00000010017.13,2864,,,,,,,,,,,,,,,,0.053429533,1.0,1.0,
ENST00000011619.6,2900,ENSG00000010017.13,2900,,,,,,,,,,,,,,,,0.06707181,1.0,1.0,
ENST00000011619.6,2957,ENSG00000010017.13,2957,,,,,,,,,,,,,,,,0.20548515,1.0,1.0,
ENST00000011619.6,2974,ENSG00000010017.13,2974,,,,,,,0.046121776,,,,,,,,,0.009207284,1.0,1.0,0.59888960043516
ENST00000011619.6,3036,ENSG00000010017.13,3036,,,,,,,0.027847255,,,,,,,,,0.14816116,1.0,1.0,15.9614827386038
ENST00000011619.6,3117,ENSG00000010017.13,3117,,,,,,,0.004813409,,,,,,,,,0.0034350038,1.0,1.0,2.14089669088997
ENST00000011619.6,3149,ENSG00000010017.13,3149,,,,,,,,,,,,,,,,0.10867788,1.0,1.0,
ENST00000011619.6,3159,ENSG00000010017.13,3159,,,,,,,0.18333456,,,,,,,,,0.35018197,1.0,1.0,5.73021207785373
ENST00000011619.6,3172,ENSG00000010017.13,3172,,,,,,,0.19264546,,,,,,,,,0.19543616,1.0,1.0,3.04345858968075
ENST00000011619.6,3185,ENSG00000010017.13,3185,,,,,,,0.3401575,,,,,,,,,0.25204065,1.0,1.0,2.22285838177902
ENST00000011619.6,3199,ENSG00000010017.13,3199,,,,,,,,,,,,,,,,0.011560464,1.0,1.0,
ENST00000011619.6,3229,ENSG00000010017.13,3229,,,,,,,,,,,,,,,,0.03974835,1.0,1.0,
ENST00000011619.6,3247,ENSG00000010017.13,3247,,,,,,,,,,,,,,,,0.009360397,1.0,1.0,
ENST00000011619.6,3355,ENSG00000010017.13,3355,,,,,,,,,,,,,,,,0.001946485,1.0,1.0,
ENST00000011653.9,1007,ENSG00000010610.10,3677,,,,0.15838124,,,,,,,0.4366321,,,,0.27272493,0.21868876,1.0,1.0,1.59469766585664
ENST00000011653.9,1088,ENSG00000010610.10,3758,,,,0.05156504,,,,,,,0.040662993,,,,0.015811514,0.04089315,1.0,1.0,4.91150051119525
ENST00000011653.9,1114,ENSG00000010610.10,3784,,,,0.01568147,,,,,,,0.0171898,,,,0.07634266,0.019203747,1.0,1.0,1.11892332351784
ENST00000011653.9,1139,ENSG00000010610.10,3809,,,,0.19957885,,,,,,,0.3854428,,,,0.1439305,0.26759917,1.0,1.0,2.6475344714212
ENST00000011653.9,1180,ENSG00000010610.10,3850,,,,0.23002887,,,,,,,0.20569682,,,,0.14722261,0.17017081,1.0,1.0,3.40190688849293
ENST00000011653.9,1197,ENSG00000010610.10,3867,,,,0.5702137,,,,,,,0.19530818,,,,0.34648794,0.31900316,1.0,1.0,4.92371665563053
ENST00000011653.9,1230,ENSG00000010610.10,3900,,,,0.2919534,,,,,,,0.24066672,,,,0.40415615,0.43619555,1.0,1.0,3.38766962468313
ENST00000011653.9,1238,ENSG00000010610.10,3908,,,,0.02061968,,,,,,,0.02752564,,,,0.09140446,0.056087695,1.0,1.0,1.93493594136387
ENST00000011653.9,1286,ENSG00000010610.10,3956,,,,0.20861378,,,,,,,0.42722455,,,,0.24102357,0.25893977,1.0,1.0,2.09901174132745
ENST00000011653.9,1322,ENSG00000010610.10,3992,,,,0.17949328,,,,,,,0.19589913,,,,0.39725262,0.2732688,1.0,1.0,2.28994728583368
ENST00000011653.9,1329,ENSG00000010610.10,3999,,,,0.48068795,,,,,,,0.10088612,,,,0.40830955,0.43381292,1.0,1.0,5.3879142570085
ENST00000011653.9,1512,ENSG00000010610.10,4182,,0.44535494,,0.20093921,,,,,,,0.34144345,,,,0.3771657,0.32482022,1.0,1.0,1.35509188260266
ENST00000011653.9,1531,ENSG00000010610.10,4201,,0.1421155,,0.2505409,,,,,,,0.30552098,,,,0.1900081,0.22078362,1.0,1.0,2.21749483074097
ENST00000011653.9,1561,ENSG00000010610.10,4231,,0.053819586,,0.013427329,,,,,,,0.06408848,,,,0.16495042,0.04201894,1.0,1.0,0.588063696982384
ENST00000011653.9,1646,ENSG00000010610.10,4316,,,,0.38827258,,,,,,,0.089627706,,,,0.3314763,0.10545949,1.0,1.0,3.5174118243843
ENST00000011653.9,1842,ENSG00000010610.10,4512,,0.13788454,,0.27986738,,,,,,,0.20034525,,,,0.16161811,0.35473365,1.0,1.0,3.80876480625406
ENST00000011653.9,1943,ENSG00000010610.10,4613,,0.3323236,,0.41232362,,,,,,,0.58710563,,,0.2430974,0.5311265,0.527122,1.0,1.0,1.66405789360186
ENST00000011653.9,1959,ENSG00000010610.10,4629,,0.15780887,,0.25147,,,,,,,0.15331782,,,,0.10592757,0.16447091,1.0,1.0,2.99199132985717
ENST00000011653.9,1964,ENSG00000010610.10,4634,,0.35324892,,0.23599577,,,,,,,0.36655766,,,,0.23647943,0.36386913,1.0,1.0,1.88185823193209
ENST00000011653.9,1972,ENSG00000010610.10,4642,,0.14952944,,0.19201866,,,,,,,0.22244668,,,,0.4105761,0.47808784,1.0,1.0,2.56892696566626
ENST00000011653.9,1988,ENSG00000010610.10,4658,,,,0.7079331,,,,,,,0.6400941,,,0.6991766,0.6883051,0.7088048,1.0,1.0,2.09620459072356
ENST00000011653.9,206,ENSG00000010610.10,2876,,,,0.10037515,,,,,,,0.21434183,,,,0.14704707,0.1447967,1.0,1.0,2.03524665533446
ENST00000011653.9,2101,ENSG00000010610.10,4771,,,,,,,,,,,0.112709664,,,0.23076399,0.3418204,0.23404713,1.0,1.0,1.0245840977339
ENST00000011653.9,2108,ENSG00000010610.10,4778,,,,0.42160934,,,,,,,0.6188952,,,,0.27069673,0.31013218,1.0,1.0,2.46767589269835
ENST00000011653.9,2120,ENSG00000010610.10,4790,,0.09078894,,0.30688936,,,,,,,0.3212438,,,0.24102373,0.16341943,0.32609254,1.0,1.0,2.32578291655638
ENST00000011653.9,2131,ENSG00000010610.10,4801,,,,0.042526662,,,,,,,0.065225184,,,,0.038209714,0.016997397,1.0,1.0,1.72642097060897
ENST00000011653.9,2144,ENSG00000010610.10,4814,,0.60577095,,0.47168836,,,,,,,0.2640412,,,,0.468031,0.42289656,1.0,1.0,2.00603094615389
ENST00000011653.9,2200,ENSG00000010610.10,4870,,0.11143613,,0.2824288,,,,,,,0.23241644,,,0.047854256,0.21738262,0.24566977,1.0,1.0,2.60108875700335
ENST00000011653.9,2230,ENSG00000010610.10,4900,,0.07411045,,0.15704876,,,,,,,0.1377846,,,0.24528961,0.23156147,0.22200823,1.0,1.0,1.6510742063988
ENST00000011653.9,2235,ENSG00000010610.10,4905,,0.43648282,,0.43467626,,,,,,,0.5820075,,,0.6016371,0.5691331,0.28305155,1.0,1.0,0.983520878547611
ENST00000011653.9,2262,ENSG00000010610.10,4932,,0.08370149,,0.025404846,,,0.07319589,,,,0.059996687,,,0.05529554,0.09971966,0.037003316,1.0,1.0,0.503414414785206
ENST00000011653.9,2268,ENSG00000010610.10,4938,,0.264894,0.24020796,0.1996286,,,0.12986705,,,,0.16827248,,,0.3639481,0.287711,0.42577952,1.0,1.0,1.28958938699722
ENST00000011653.9,2311,ENSG00000010610.10,4981,,0.078413114,0.10547702,0.075381994,,,0.20712504,,,,0.22246137,,,0.17984845,0.1276752,0.3952831,1.0,1.0,1.53311073243921
ENST00000011653.9,2333,ENSG00000010610.10,5003,,0.38568658,0.11223447,0.3661248,,,0.30984232,,,,0.3318714,,,0.3130281,0.32373434,0.5441133,1.0,1.0,1.53722055215342
ENST00000011653.9,2337,ENSG00000010610.10,5007,,0.00033864976,0.00037481784,0.00014195443,0.0003275156,,0.0007489681,,,,0.00027805567,,,0.00057570933,0.00038226842,0.000778389,1.0,1.0,0.912440261760475
ENST00000011653.9,2385,ENSG00000010610.10,5055,,0.074113905,0.11344023,0.34823832,,,0.08861326,,,,0.08992495,,,0.062397193,0.15013161,0.12297797,1.0,1.0,2.44313377567734
ENST00000011653.9,2568,ENSG00000010610.10,5238,,0.19002452,0.27987027,0.6575002,,,0.34630305,,,,0.22694513,,0.31320804,0.24521175,0.21206382,0.4439847,1.0,1.0,1.82201492657876
ENST00000011653.9,2639,ENSG00000010610.10,5309,,0.48380724,0.22991152,0.5022986,0.4787136,,0.33689085,0.4603879,,,0.38460237,,0.3616256,0.43244442,0.38655525,0.4546976,1.0,1.0,1.37407737216533
ENST00000011653.9,2650,ENSG00000010610.10,5320,,0.15868692,0.14212315,0.14751029,0.30232537,,0.149643,0.056820296,0.17217545,,0.22873735,,0.16292165,0.13515472,0.12167762,0.13101253,1.0,1.0,0.639379959860439
ENST00000011653.9,2662,ENSG00000010610.10,5332,,0.27037233,0.16001174,0.29063168,0.22369751,,0.29008207,0.28221038,0.11309228,0.2575961,0.18311004,,0.22364846,0.33990875,0.2420607,0.15511021,1.0,1.0,0.948027343943143
ENST00000011653.9,2714,ENSG00000010610.10,5384,,0.048645567,0.054371096,0.07076518,0.059624862,,0.08547201,0.10490696,,0.05268202,0.08271295,,0.040373445,0.07655406,0.06576351,0.10339685,1.0,1.0,1.47864302322262
ENST00000011653.9,2726,ENSG00000010610.10,5396,,0.34650713,0.15945289,0.40170145,0.24134926,,0.33938923,0.32919136,0.2042757,0.14632253,0.41380247,,0.30447507,0.55085117,0.32692966,0.31593126,1.0,1.0,1.03531307615348
ENST00000011653.9,2788,ENSG00000010610.10,5458,,0.024072086,0.04034097,0.032476045,0.023141121,,0.030655563,0.018735517,,,0.046554662,,0.038612187,0.032910824,0.029000532,0.045064103,1.0,1.0,1.08873019088749
ENST00000011653.9,2798,ENSG00000010610.10,5468,,0.55400646,0.47058898,0.4033646,0.18070443,,0.42236453,0.36272782,0.29397395,,0.4095719,,0.7874781,0.3641067,0.33490637,0.29601264,1.0,1.0,0.834616128780443
ENST00000011653.9,2947,ENSG00000010610.10,5617,,0.0460109,0.04664197,0.0384691,0.07645409,,0.035289623,,,,0.0861601,,0.047778714,0.17541146,0.12900753,0.080265895,1.0,1.0,0.554185225654477
ENST00000011653.9,3043,ENSG00000010610.10,5713,,,,,,,0.08016765,,,,,,,,,0.21962206,1.0,1.0,8.21860413770392
ENST00000011653.9,315,ENSG00000010610.10,2985,,,,0.788516,,,,,,,0.7438334,,,,0.5464636,0.6977655,1.0,1.0,3.45567299621715
ENST00000011653.9,319,ENSG00000010610.10,2989,,,,0.098210394,,,,,,,0.1677088,,,,0.42242312,0.18805206,1.0,1.0,1.45524641676728
ENST00000011653.9,33,ENSG00000010610.10,2703,,,,,,,,,,,,,,,0.059667684,0.13456926,1.0,1.0,6.76593681765828
ENST00000011653.9,365,ENSG00000010610.10,3035,,,,0.09378461,,,,,,,0.017393792,,,,0.06998634,0.22380781,1.0,1.0,10.9038203329791
ENST00000011653.9,409,ENSG00000010610.10,3079,,,,0.05824604,,,,,,,0.03281164,,,,0.019817889,0.014474357,1.0,1.0,4.14522408133274
ENST00000011653.9,443,ENSG00000010610.10,3113,,,,0.2000061,,,,,,,0.48651266,,,,0.3281525,0.32470626,1.0,1.0,1.93225039843363
ENST00000011653.9,464,ENSG00000010610.10,3134,,,,0.58961064,,,,,,,0.12010238,,,,0.27274933,0.32211626,1.0,1.0,6.96237442876346
ENST00000011653.9,473,ENSG00000010610.10,3143,,,,0.026956474,,,,,,,0.007430351,,,,0.008508873,0.022809695,1.0,1.0,9.36673623508898
ENST00000011653.9,509,ENSG00000010610.10,3179,,,,0.13420144,,,,,,,0.2795671,,,,0.14802288,0.27644435,1.0,1.0,2.88111842564692
ENST00000011653.9,539,ENSG00000010610.10,3209,,,,0.40173087,,,,,,,0.09169631,,,,0.28423852,0.3655049,1.0,1.0,6.12262319508942
ENST00000011653.9,577,ENSG00000010610.10,3247,,,,0.27735972,,,,,,,0.27622572,,,,0.25375542,0.29122037,1.0,1.0,3.21849239767286
ENST00000011653.9,590,ENSG00000010610.10,3260,,,,0.1445253,,,,,,,0.0968584,,,,0.12696128,0.11761471,1.0,1.0,3.51363217926144
ENST00000011653.9,619,ENSG00000010610.10,3289,,,,0.20324881,,,,,,,0.26751116,,,,0.36489695,0.34660935,1.0,1.0,2.60840184355004
ENST00000011653.9,625,ENSG00000010610.10,3295,,,,0.21072578,,,,,,,0.3666764,,,,0.36619487,0.37287354,1.0,1.0,2.38895701287348
ENST00000011653.9,686,ENSG00000010610.10,3356,,,,0.0013984323,,,,,,,0.009282434,,,,0.06702967,0.0034821867,1.0,1.0,0.19186808163486
ENST00000011653.9,703,ENSG00000010610.10,3373,,,,0.028663587,,,,,,,0.15269169,,,,0.043906294,0.032230258,1.0,1.0,0.929213673930654
ENST00000011653.9,748,ENSG00000010610.10,3418,,,,0.025476182,,,,,,,0.20724678,,,,0.3189684,0.1982365,1.0,1.0,1.27540609147763
ENST00000011653.9,767,ENSG00000010610.10,3437,,,,0.068978146,,,,,,,0.13578023,,,,0.110235974,0.12860435,1.0,1.0,2.40938392822287
ENST00000011653.9,794,ENSG00000010610.10,3464,,,,0.013580608,,,,,,,0.010080802,,,,0.023787951,0.033668198,1.0,1.0,4.18516790387883
ENST00000011653.9,852,ENSG00000010610.10,3522,,,,0.1863353,,,,,,,0.20411535,,,,0.42784524,0.14774223,1.0,1.0,1.58590995365707
ENST00000011653.9,965,ENSG00000010610.10,3635,,,,0.17176202,,,,,,,0.26881748,,,,0.14307015,0.24684997,1.0,1.0,3.04897714456731
ENST00000011653.9,974,ENSG00000010610.10,3644,,,,0.25161475,,,,,,,0.03719778,,,,0.057275783,0.25683016,1.0,1.0,16.145625099373
ENST00000014930.9,1017,ENSG00000013583.10,1017,,,,0.3411563,,,0.05176165,,,,0.070334986,,,,0.59733236,0.64014417,1.0,1.0,4.09199716214941
ENST00000014930.9,1125,ENSG00000013583.10,1125,,,,0.027937163,,,0.05191227,,,,0.13195993,,,,0.015207613,0.33320832,1.0,1.0,5.44222155261919
ENST00000014930.9,1145,ENSG00000013583.10,1145,,,,,,,,,,,,,,,,0.5641492,1.0,1.0,
ENST00000014930.9,170,ENSG00000013583.10,170,,,,,,,,,,,0.5933547,,,,0.18689176,0.6364566,1.0,1.0,2.44713676752855
ENST00000014930.9,224,ENSG00000013583.10,224,,,,,,,,,,,0.42773953,,,,0.5594513,0.18575393,1.0,1.0,0.564492470012105
ENST00000014930.9,289,ENSG00000013583.10,289,,,,,,,,,,,,,,,0.09697378,0.15211967,1.0,1.0,4.70600413843824
ENST00000014930.9,362,ENSG00000013583.10,362,,,,,,,,,,,0.06741407,,,,0.010588718,0.053744126,1.0,1.0,2.06700788694886
ENST00000014930.9,385,ENSG00000013583.10,385,,,,,,,,,,,0.10320737,,,,0.07929482,0.09431682,1.0,1.0,1.55039487471355
ENST00000014930.9,467,ENSG00000013583.10,467,,,,,,,,,,,0.0070328475,,,,0.0076721786,0.007889855,1.0,1.0,1.60962414068751
ENST00000014930.9,500,ENSG00000013583.10,500,,,,,,,,,,,0.39737928,,,,0.4974366,0.28566375,1.0,1.0,0.957729147587322
ENST00000014930.9,578,ENSG00000013583.10,578,,,,,,,0.058104895,,,,0.12852015,,,,0.109726384,0.028511476,1.0,1.0,0.288624989218459
ENST00000014930.9,641,ENSG00000013583.10,641,,,,,,,0.12590823,,,,0.3259836,,,,0.44058886,0.2050282,1.0,1.0,0.689185331281509
ENST00000014930.9,665,ENSG00000013583.10,665,,,,,,,0.0359097,,,,0.016233658,,,,0.10232067,0.17952947,1.0,1.0,3.48682095743353
ENST00000014930.9,715,ENSG00000013583.10,715,,,,,,,0.0030743838,,,,0.009756958,,,,0.011592793,0.06774269,1.0,1.0,8.32078891081128
ENST00000014930.9,724,ENSG00000013583.10,724,,,,,,,0.2882708,,,,0.34046465,,,,0.2070312,0.121567585,1.0,1.0,0.436369116906016
ENST00000014930.9,733,ENSG00000013583.10,733,,,,,,,0.27868122,,,,0.3216487,,,,0.27299383,0.26265574,1.0,1.0,0.902262442765354
ENST00000014930.9,740,ENSG00000013583.10,740,,,,,,,0.5047406,,,,0.750686,,,,0.7990962,0.8712827,1.0,1.0,1.27224097975452
ENST00000014930.9,790,ENSG00000013583.10,790,,,,0.7994607,,,0.6316891,,,,0.5564275,,,,0.7754137,0.8618766,1.0,1.0,2.53829131131819
ENST00000014930.9,827,ENSG00000013583.10,827,,,,0.0001787305,,,0.00016208887,,,,0.0002289176,,,,0.00018113852,0.00016590356,1.0,1.0,1.80706324108509
ENST00000014930.9,969,ENSG00000013583.10,969,,,,,,,0.028303528,,,,0.027774762,,,,0.0270113,0.0232031,1.0,1.0,0.837761986790403
ENST00000022615.9,1044,ENSG00000078668.14,1300,,,,,,,0.7773452,,0.78995776,,0.9362172,,,,0.93376416,0.9698003,1.0,1.0,0.846424278338429
ENST00000022615.9,116,ENSG00000078668.14,372,,,,,,,,,,,0.39044496,,,,0.14886388,0.37389833,1.0,1.0,2.07987503041856
ENST00000022615.9,1236,ENSG00000078668.14,1492,,,,,,,0.46530372,,0.51922417,,0.45751223,,,,0.43685213,0.33745456,1.0,1.0,0.538808800770773
ENST00000022615.9,1287,ENSG00000078668.14,1543,,,,,,,0.20221558,,,,0.13699767,,,,0.5924677,0.11249809,1.0,1.0,0.362242321258151
ENST00000022615.9,1356,ENSG00000078668.14,1612,,,,,,,0.009738719,,,,0.02449491,,,,,0.036860038,1.0,1.0,3.23016043668639
ENST00000022615.9,179,ENSG00000078668.14,435,,,,,,,,,,,0.013819528,,,,0.017691314,0.015808558,1.0,1.0,1.50505892543271
ENST00000022615.9,187,ENSG00000078668.14,443,,,,,,,,,,,0.012309885,,,,0.013537323,0.051778127,1.0,1.0,6.00971605908073
ENST00000022615.9,268,ENSG00000078668.14,524,,,,,,,,,,,0.0026152493,,,,0.0051719784,0.0027362823,1.0,1.0,1.0541424003821
ENST00000022615.9,287,ENSG00000078668.14,543,,,,,,,,,,,0.027303945,,,,0.030799568,0.03796227,1.0,1.0,1.96006754359241
ENST00000022615.9,30,ENSG00000078668.14,286,,,,,,,,,,,0.0009805799,,,,0.0128732445,0.006252372,1.0,1.0,1.35393054354002
ENST00000022615.9,317,ENSG00000078668.14,573,,,,,,,,,,,0.284916,,,,0.14596856,0.20061946,1.0,1.0,1.39679727674623
ENST00000022615.9,323,ENSG00000078668.14,579,,,,,,,,,,,0.022649635,,,,0.03480041,0.15259145,1.0,1.0,7.96821569069267
ENST00000022615.9,337,ENSG00000078668.14,593,,,,,,,,,,,0.017023753,,,,0.15072146,0.09024791,1.0,1.0,1.61401762326296
ENST00000022615.9,378,ENSG00000078668.14,634,,,,,,,,,,,0.034451663,,,,0.3536419,0.29329187,1.0,1.0,2.26717393403404
ENST00000022615.9,382,ENSG00000078668.14,638,,,,,,,,,,,0.4212697,,,,0.62198585,0.2173584,1.0,1.0,0.625038802812982
ENST00000022615.9,407,ENSG00000078668.14,663,,,,,,,,,,,0.6293162,,,,0.67111605,0.7537817,1.0,1.0,1.73891804052075
ENST00000022615.9,495,ENSG00000078668.14,751,,,,,,,,,,,0.49884874,,,,0.5848249,0.32065183,1.0,1.0,0.887680067589352
ENST00000022615.9,563,ENSG00000078668.14,819,,,,,,,,,,,,,,,0.070404336,0.068768404,1.0,1.0,2.93029128205967
ENST00000022615.9,579,ENSG00000078668.14,835,,,,,,,,,,,0.105818346,,,,0.086698115,0.2587606,1.0,1.0,4.03228791952497
ENST00000022615.9,620,ENSG00000078668.14,876,,,,,,,,,,,0.21292834,,,,,0.27569276,1.0,1.0,3.88430342339587
ENST00000022615.9,700,ENSG00000078668.14,956,,,,0.0026499867,,,,,,,0.003779471,,,,0.005655098,0.0042695166,1.0,1.0,2.20026054184351
ENST00000022615.9,710,ENSG00000078668.14,966,,,,,,,,,,,0.026237797,,,,0.009225595,0.017843079,1.0,1.0,1.50942236433559
ENST00000022615.9,721,ENSG00000078668.14,977,,,,,,,,,,,0.1805592,,,,0.29639104,0.21147275,1.0,1.0,1.33015605569251
ENST00000022615.9,734,ENSG00000078668.14,990,,,,0.010874498,,,,,,,0.014664221,,,,0.019973565,0.046941876,1.0,1.0,5.00751179651032
ENST00000022615.9,781,ENSG00000078668.14,1037,,,,,,,0.5517688,,,,0.70133483,,,,0.8377677,0.52346814,1.0,1.0,0.751076547594155
ENST00000022615.9,822,ENSG00000078668.14,1078,,,,,,,0.4750828,,,,0.24904618,,,,0.57005966,0.49572745,1.0,1.0,1.14912332254747
ENST00000022615.9,838,ENSG00000078668.14,1094,,,,,,,0.039473046,,,,0.030229187,,,,0.07686591,0.056180276,1.0,1.0,1.14991446674738
ENST00000022615.9,862,ENSG00000078668.14,1118,,,,,,,0.59388053,,,,0.61067617,,,,0.61757815,0.30962247,1.0,1.0,0.509768752845048
ENST00000022615.9,890,ENSG00000078668.14,1146,,,,,,,0.44372725,,,,0.30337268,,,,0.26286477,0.16658989,1.0,1.0,0.494838750304837
ENST00000022615.9,930,ENSG00000078668.14,1186,,,,0.80348444,,,0.8075474499999999,,,,0.85858214,,,,0.8232707,0.86474943,1.0,1.0,2.01040452598324
ENST00000022615.9,98,ENSG00000078668.14,354,,,,,,,,,,,0.011695206,,,,0.019059788,0.022853851,1.0,1.0,2.2292819501119
ENST00000022615.9,993,ENSG00000078668.14,1249,,,,0.3966318,,,0.2739182,,0.27940148,,0.31832218,,,,0.473114,0.2004395,1.0,1.0,1.3319993266287
ENST00000025301.4,9012,ENSG00000023516.9,9012,,,,,,,,,,,,,,,,0.03052051,1.0,1.0,
ENST00000025301.4,9039,ENSG00000023516.9,9039,,,,,,,,,,,,,,,,0.00026023388,1.0,1.0,
ENST00000025301.4,9188,ENSG00000023516.9,9188,,,,,,,,,,,,,,,,0.003680849,1.0,1.0,
ENST00000025301.4,9240,ENSG00000023516.9,9240,,,,,,,,,,,,,,,,0.014795875,1.0,1.0,
ENST00000025301.4,9340,ENSG00000023516.9,9340,,,,,,,,,,,,,,,,0.07668567,1.0,1.0,
ENST00000025301.4,9441,ENSG00000023516.9,9441,,,,,,,0.00024638177,,,,,,,,,0.00023761988,1.0,1.0,2.89331325121984
ENST00000025301.4,9699,ENSG00000023516.9,9699,,,,,,,0.01433481,,,,0.0056466223,,,,,0.020206451,1.0,1.0,3.0337841697164
ENST00000025301.4,9705,ENSG00000023516.9,9705,,,,,,,0.023581207,,,,0.043653987,,,,,0.035434294,1.0,1.0,1.58106009183226
ENST00000025301.4,9744,ENSG00000023516.9,9744,,,,,,,0.0014861226,,,,0.00090492965,,,,,0.0011986255,1.0,1.0,1.50388871677731
ENST00000025301.4,9755,ENSG00000023516.9,9755,,,,,,,0.6607042,,,,0.64375055,,,,,0.3499247,1.0,1.0,0.804760839730163
ENST00000037243.7,130,ENSG00000034713.8,134,0.16664591,0.1519182,0.29430532,0.14369445,0.29027137,0.3837132,0.0701033,0.12227321,0.109191045,0.12681499,0.18526132,0.24956092,0.12792352,0.14028893,0.17821595,0.18340911,1.0,1.0,0.94253486640864
ENST00000037243.7,143,ENSG00000034713.8,147,0.11846553,0.13466278,0.041387726,0.063255146,0.1618176,0.09860518,0.119801365,0.05262526,0.14021146,0.14646691,0.15399696,0.08451933,0.13363151,0.19209327,0.21870717,0.1508554,1.0,1.0,0.634856776155287
ENST00000037243.7,235,ENSG00000034713.8,239,0.024740398,0.022230923,0.04204632,0.024079323,0.011321699,0.012506103,0.053792737,0.016041934,0.02251606,0.00728904,0.019710839,0.040776253,0.006178856,0.0083270315,0.02155354,0.0507329,1.0,1.0,1.56570190412036
ENST00000037243.7,241,ENSG00000034713.8,245,0.072195865,0.013205779,0.14869392,0.15487207,0.09754423,0.10423239,0.0625727,0.04096527,0.023955058,0.03462862,0.071581975,0.0545658,0.09385731,0.0547297,0.053654574,0.1269182,1.0,1.0,1.36241334816307
ENST00000037243.7,354,ENSG00000034713.8,358,0.64544094,0.7934209,0.7389641,0.80322015,0.81018955,0.8892031,0.6685819,0.9366862,0.7946775,0.734375,0.6332983,0.6672124,0.89785385,0.6024357,0.6234048,0.5821203,1.0,1.0,1.01538427136731
ENST00000037243.7,375,ENSG00000034713.8,379,0.012747514,0.025904227,0.018411051,0.012566256,0.006587827,0.029381514,0.042328656,0.028169071,0.009238863,0.02448752,0.014250362,0.0050308704,0.012655211,0.034486223,0.032102536,0.0376544,1.0,1.0,0.953082332105158
ENST00000037243.7,383,ENSG00000034713.8,387,0.45517197,0.3806146,0.12858018,0.29999477,0.3768403,0.26421633,0.18167733,0.70516807,0.124298096,0.17852445,0.12768492,0.18922196,0.25342545,0.40222573,0.25095287,0.42851168,9.85861309664073e-08,9.26956566609938e-07,16.7909332301686
